"","SoV_m","SoV_r","SoV_i","Relief","XGBoost","Boruta","adaptive Lasso"
"1",1.4142135623731,3.46410161513775,1.73205080756888,10.5356537528527,6.08276253029822,4.58257569495584,0
"2",0,0,0,9.69535971483266,6.2449979983984,4.58257569495584,0
"3",1.73205080756888,1,1,9.48683298050514,6,3.87298334620742,0
"4",0,2.44948974278318,0,10.770329614269,6.08276253029822,4.58257569495584,0
"5",0,1.4142135623731,0,10.4403065089106,6.08276253029822,4,0
"6",1.4142135623731,0,1.4142135623731,10.6770782520313,6,3.87298334620742,0
"7",2,2.82842712474619,1.73205080756888,10.4880884817015,6,4.58257569495584,0
"8",1,0,1,11.6189500386223,6.08276253029822,4.58257569495584,0
"9",0,1,1,11.5758369027902,6.2449979983984,4.58257569495584,0
"10",1,0,1,7.41619848709566,6.32455532033676,4.58257569495584,0
"11",0,0,0,9.21954445729289,6.16441400296898,4,0
"12",1.73205080756888,3.16227766016838,1.73205080756888,13,6.16441400296898,4.58257569495584,0
"13",0,2.82842712474619,0,12.0415945787923,6.08276253029822,3.87298334620742,0
"14",1.73205080756888,2,1.73205080756888,8.88819441731559,6.48074069840786,4.58257569495584,0
"15",0,1.4142135623731,1.4142135623731,9.8488578017961,6.16441400296898,4.58257569495584,0
"16",0,2.44948974278318,1.4142135623731,8.36660026534076,6.08276253029822,3.60555127546399,0
"17",0,0,0,11.2694276695846,6.16441400296898,4,0
"18",2.23606797749979,2,2.23606797749979,12.7279220613579,6.08276253029822,3.3166247903554,0
"19",1.73205080756888,2.82842712474619,1.73205080756888,12.9228479833201,6.08276253029822,3.87298334620742,0
"20",0,1.4142135623731,0,8.36660026534076,6.16441400296898,4,0
"21",0,0,0,9.69535971483266,6.16441400296898,3.16227766016838,0
"22",2,1.73205080756888,1.73205080756888,10.770329614269,6.08276253029822,4,0
"23",2,2,2,8.77496438739212,6.08276253029822,4.58257569495584,0
"24",0,1.4142135623731,0,10.6770782520313,9.2736184954957,4,0
"25",0,2.44948974278318,0,10.1488915650922,6.08276253029822,4,0
"26",0,2,0,8.77496438739212,6,4,0
"27",2.64575131106459,2.44948974278318,1.73205080756888,7.81024967590665,6,3.87298334620742,0
"28",0,1.4142135623731,0,7.61577310586391,6,4.58257569495584,0
"29",2,2.23606797749979,1.73205080756888,11.5325625946708,6.16441400296898,3.87298334620742,0
"30",1,1.4142135623731,1,12.0415945787923,6.32455532033676,4.58257569495584,0
"31",1.4142135623731,3.46410161513775,1.4142135623731,11.6189500386223,6.16441400296898,4.58257569495584,0
"32",2,3.46410161513775,1.73205080756888,10.770329614269,6.08276253029822,4,0
"33",1,1,1,9.32737905308882,6.08276253029822,4,0
"34",1.73205080756888,3.46410161513775,1.73205080756888,10.6301458127346,6,4.58257569495584,0
"35",0,1.4142135623731,0,9.05538513813742,6,3.87298334620742,0
"36",0,2,0,8.12403840463596,6,3.87298334620742,0
"37",1,1.73205080756888,1,9.9498743710662,6.16441400296898,3.60555127546399,0
"38",2,1.73205080756888,2,11.916375287813,6.2449979983984,4,0
"39",1,1.4142135623731,0,12.7279220613579,6.08276253029822,4,0
"40",1.73205080756888,1.4142135623731,1,8.12403840463596,6.32455532033676,3.3166247903554,0
"41",2.44948974278318,2.44948974278318,2.44948974278318,11.8743420870379,9.2736184954957,4,0
"42",2,2.64575131106459,2,11.7473401244707,6.16441400296898,3.16227766016838,0
"43",1.4142135623731,1.4142135623731,1.4142135623731,9.05538513813742,6.16441400296898,3.3166247903554,0
"44",2,0,1.4142135623731,11.4891252930761,6.32455532033676,3.16227766016838,0
"45",1.73205080756888,2,1.4142135623731,9.2736184954957,6,4,0
"46",0,2.44948974278318,0,11.4017542509914,0,3.16227766016838,0
"47",1,1.4142135623731,1.4142135623731,11.1803398874989,6,4.58257569495584,0
"48",1.4142135623731,0,1.4142135623731,9.48683298050514,6,3.87298334620742,0
"49",2,1.73205080756888,1.73205080756888,8.30662386291807,6.2449979983984,4,0
"50",2,1.73205080756888,1.73205080756888,8.06225774829855,6,3.87298334620742,0
"51",2,1.4142135623731,1.73205080756888,11.0453610171873,6.08276253029822,3.87298334620742,0
"52",1,1.73205080756888,1,8.83176086632785,6.32455532033676,4.47213595499958,0
"53",1.73205080756888,0,1.73205080756888,10.1488915650922,6,3.60555127546399,0
"54",2,1,2,11.8321595661992,6.08276253029822,4,0
"55",1.73205080756888,0,0,11.0453610171873,6.08276253029822,2.64575131106459,0
"56",2,2.82842712474619,1.73205080756888,12.0415945787923,6.08276253029822,3.3166247903554,0
"57",2,1,2,10.5356537528527,6.08276253029822,4.58257569495584,0
"58",1.73205080756888,2.44948974278318,1.73205080756888,9.89949493661167,6.16441400296898,4.58257569495584,0
"59",2,1.73205080756888,1.73205080756888,10.770329614269,6.16441400296898,3.87298334620742,0
"60",1.4142135623731,1,1.4142135623731,11.2249721603218,6.48074069840786,3.60555127546399,0
"61",1.73205080756888,0,0,8.24621125123532,6.08276253029822,4,0
"62",0,0,0,10.6301458127346,6.08276253029822,2.64575131106459,0
"63",0,1.4142135623731,0,8.36660026534076,0,4,0
"64",1.73205080756888,2.44948974278318,1.4142135623731,10.5356537528527,6.08276253029822,4.58257569495584,0
"65",1.4142135623731,0,0,12.2474487139159,6.32455532033676,4,0
"66",2,2.64575131106459,2,12.0415945787923,6.32455532033676,5.29150262212918,0
"67",2,1.73205080756888,1.73205080756888,11.6189500386223,6.32455532033676,3.87298334620742,0
"68",1,1.4142135623731,0,8.66025403784439,6.08276253029822,4,0
"69",1.73205080756888,3.46410161513775,2.44948974278318,9.89949493661167,6.08276253029822,4.58257569495584,0
"70",0,1.4142135623731,0,9.48683298050514,6.08276253029822,3.60555127546399,0
"71",2,1,2,10.1980390271856,6.16441400296898,3.87298334620742,0
"72",0,1.4142135623731,1.4142135623731,10.295630140987,6.08276253029822,2.64575131106459,0
"73",1.73205080756888,0,1,11.0453610171873,6.08276253029822,3.16227766016838,0
"74",2,1.4142135623731,1.73205080756888,8.60232526704263,6.08276253029822,4,0
"75",2,3.46410161513775,2.64575131106459,6.92820323027551,6.08276253029822,4,0
"76",0,0,0,11.6619037896906,6.08276253029822,3.87298334620742,0
"77",1,0,1,11.9582607431014,6.08276253029822,4,0
"78",1.4142135623731,1.4142135623731,1.4142135623731,11.2694276695846,6.08276253029822,4.58257569495584,0
"79",2,2.64575131106459,1.73205080756888,10.816653826392,6.16441400296898,3.87298334620742,0
"80",2,1.73205080756888,2,9.79795897113271,6.16441400296898,3.3166247903554,0
"81",1.73205080756888,2.82842712474619,1.4142135623731,8,6.16441400296898,4,0
"82",1,0,1,13.1529464379659,6.08276253029822,4.58257569495584,0
"83",1.73205080756888,2,1.73205080756888,11,6.08276253029822,4.58257569495584,0
"84",2.44948974278318,2.44948974278318,1.4142135623731,9.48683298050514,6.08276253029822,3.87298334620742,0
"85",1,2.64575131106459,1,8.88819441731559,6.08276253029822,3.87298334620742,0
"86",0,0,0,9.1104335791443,6.16441400296898,4,0
"87",2.82842712474619,3.46410161513775,2.64575131106459,10.6770782520313,6.08276253029822,4.58257569495584,0
