"","SoV_m","SoV_r","SoV_i","Relief","XGBoost","Boruta","adaptive Lasso"
"40",2.44948974278318,2.82842712474619,1.4142135623731,13.1529464379659,6.32455532033676,4.89897948556636,0
"41",2,1.4142135623731,1,12.2474487139159,9.21954445729289,4.35889894354067,0
"42",2.82842712474619,2,1.73205080756888,13.4536240470737,6.2449979983984,4,0
"43",2,1.4142135623731,2,10.1488915650922,9.21954445729289,4.89897948556636,0
"44",1.4142135623731,1.4142135623731,1.73205080756888,8.88819441731559,9.48683298050514,4.89897948556636,0
"45",2,2.44948974278318,1.73205080756888,8.94427190999916,6.2449979983984,4.35889894354067,0
"46",2,1.4142135623731,1,10.4880884817015,6.32455532033676,4,0
"47",0,2.82842712474619,1.4142135623731,10.8627804912002,6.08276253029822,4,0
"48",1,2,0,9.16515138991168,6,4,0
"49",0,2.82842712474619,0,7.81024967590665,6,4.89897948556636,0
"50",0,1.4142135623731,0,8.71779788708135,6.08276253029822,4.89897948556636,0
"51",2.64575131106459,3.16227766016838,2.44948974278318,9.32737905308882,6.08276253029822,4.89897948556636,0
"52",2.23606797749979,2,2,10.816653826392,9.38083151964686,4.89897948556636,0
"53",2.64575131106459,1.4142135623731,1.73205080756888,8.18535277187245,6.48074069840786,4.35889894354067,0
"54",2,3.16227766016838,2,11.6189500386223,9.32737905308882,5.09901951359278,0
"55",1.4142135623731,1.4142135623731,0,10.0498756211209,10.0995049383621,5.3851648071345,0
"56",1.4142135623731,1.4142135623731,1,10.4880884817015,6.32455532033676,4.89897948556636,0
"57",1,2,1.4142135623731,8.94427190999916,9.21954445729289,4.35889894354067,0
"58",3,1,2,11.916375287813,6.08276253029822,4.89897948556636,0
"59",2.64575131106459,2.44948974278318,2.44948974278318,10.9087121146357,9.64365076099295,4.35889894354067,0
"60",2.23606797749979,2.82842712474619,2,12.2882057274445,6.08276253029822,4.89897948556636,0
"61",2.44948974278318,3.3166247903554,2,8.71779788708135,9.69535971483266,5.3851648071345,0
"62",2,2.82842712474619,2.64575131106459,11.2249721603218,10.1488915650922,4.89897948556636,0
"63",1,1.4142135623731,0,6.48074069840786,6,4.35889894354067,0
"64",1.73205080756888,1.4142135623731,1.73205080756888,9.16515138991168,6.08276253029822,4,0
"65",2,2,1.73205080756888,11.0453610171873,6.08276253029822,4.35889894354067,0
"66",1.4142135623731,2,1.4142135623731,10,6.08276253029822,4.89897948556636,0
"67",2,2.44948974278318,2,10.0498756211209,6.16441400296898,4.89897948556636,0
"68",1,1.4142135623731,0,8.42614977317636,9.21954445729289,4,0
"69",2.44948974278318,1,2,10.5356537528527,6.08276253029822,4.35889894354067,0
"70",0,1.4142135623731,0,9.79795897113271,6.16441400296898,4.89897948556636,0
"71",0,2,1.4142135623731,11.3137084989848,6.08276253029822,4.35889894354067,0
"72",1,2.44948974278318,1.4142135623731,10.1488915650922,6.08276253029822,4.35889894354067,0
"73",2,1.4142135623731,2.44948974278318,12.7279220613579,6.08276253029822,4.89897948556636,0
"74",0,2,0,6.70820393249937,6.2449979983984,4.89897948556636,0
"75",2,3.46410161513775,1.73205080756888,10.295630140987,6.08276253029822,4,0
"76",2.23606797749979,1.4142135623731,2.23606797749979,13.2664991614216,6.08276253029822,4.35889894354067,0
"77",1,1.4142135623731,0,10.9087121146357,6.32455532033676,4.89897948556636,0
"78",0,2,0,11.4455231422596,6.08276253029822,4.35889894354067,0
"79",1,1.4142135623731,0,14.0356688476182,6.48074069840786,4.35889894354067,0
"80",3.16227766016838,2.82842712474619,3.16227766016838,12.0830459735946,6.08276253029822,4.89897948556636,0
"81",2,1.73205080756888,1.73205080756888,10.770329614269,6.16441400296898,4.89897948556636,0
"82",2,2,3,11.0905365064094,6.08276253029822,4.89897948556636,0
"83",0,2.82842712474619,1.4142135623731,12.0830459735946,6.16441400296898,4,0
"84",0,0,0,11.4455231422596,9.48683298050514,4.89897948556636,0
"85",1,1.4142135623731,1.4142135623731,10.0995049383621,6.08276253029822,4.89897948556636,0
"86",0,1.73205080756888,0,8.24621125123532,6.08276253029822,4.89897948556636,0
"87",0,1,0,13.7113092008021,6,4.35889894354067,0
"88",2.64575131106459,2.44948974278318,1.73205080756888,9.32737905308882,6,4.35889894354067,0
"89",1,2,1,10.770329614269,6.08276253029822,4,0
"90",0,1.4142135623731,0,9.59166304662544,9.21954445729289,4.89897948556636,0
"91",1,2.44948974278318,0,10.295630140987,6.08276253029822,4.89897948556636,0
"92",1.73205080756888,1.4142135623731,1.4142135623731,6.78232998312527,6.16441400296898,4,0
"93",0,2,1,12.8452325786651,6.2449979983984,5.29150262212918,0
"94",0,1.4142135623731,0,8.88819441731559,6.16441400296898,4.89897948556636,0
"95",1,1.4142135623731,0,7.93725393319377,6,3.87298334620742,0
"96",2,2.23606797749979,2,9.69535971483266,9.2736184954957,4.89897948556636,0
"97",1.73205080756888,2.64575131106459,1.73205080756888,10.295630140987,9.64365076099295,4.89897948556636,0
"98",2.82842712474619,1.4142135623731,2,8.18535277187245,9.2736184954957,4.89897948556636,0
"99",2,2.44948974278318,1.4142135623731,8.71779788708135,9.38083151964686,4.89897948556636,0
"100",2,2.44948974278318,2,8.83176086632785,6.16441400296898,4.89897948556636,0
