"","SoV_m","SoV_r","SoV_i","Relief","XGBoost","Boruta","adaptive Lasso"
"1",1.4142135623731,1.4142135623731,1.4142135623731,9,7.14142842854285,4.58257569495584,0
"2",2.23606797749979,1.4142135623731,2.64575131106459,7.34846922834953,7.07106781186548,4.89897948556636,0
"3",2,0,2,11.0905365064094,6.16441400296898,4.89897948556636,0
"4",1.4142135623731,1.4142135623731,1.4142135623731,10,9.2736184954957,4.58257569495584,0
"5",4.24264068711928,2,3,10.8627804912002,10.0995049383621,4.89897948556636,0
"6",2,1.4142135623731,0,9.38083151964686,9.48683298050514,5.19615242270663,0
"7",1.73205080756888,2.44948974278318,1.4142135623731,7.87400787401181,7.21110255092798,4.89897948556636,0
"8",0,1.4142135623731,0,12.6095202129185,6.16441400296898,4.47213595499958,0
"9",1,2,1,12.7671453348037,6.48074069840786,5.3851648071345,0
"10",3,0,0,12.6095202129185,6.16441400296898,4.58257569495584,0
"11",2,2.64575131106459,2,11.3578166916005,9.21954445729289,4.89897948556636,0
"12",1.4142135623731,1.73205080756888,1.4142135623731,11.0453610171873,6.08276253029822,4.89897948556636,0
"13",1,0,0,10.9544511501033,6.08276253029822,4.58257569495584,0
"14",1,1.4142135623731,0,7.48331477354788,6.08276253029822,4.89897948556636,0
"15",2,1.4142135623731,2,7.34846922834953,9.48683298050514,4.89897948556636,0
"16",0,0,0,11.4891252930761,9.48683298050514,4.58257569495584,0
"17",0,2,1.4142135623731,11.4017542509914,7.34846922834953,4.58257569495584,0
"18",3.87298334620742,2.23606797749979,3.16227766016838,10.0498756211209,6.16441400296898,4.58257569495584,0
"19",3.16227766016838,3.3166247903554,3.16227766016838,10.7238052947636,6.32455532033676,4.58257569495584,0
"20",2.64575131106459,1,1.73205080756888,10.6770782520313,6.16441400296898,4.47213595499958,0
"21",2.64575131106459,1.4142135623731,2,7.68114574786861,6.08276253029822,4.47213595499958,0
"22",1.4142135623731,2,1.4142135623731,9.53939201416946,9.48683298050514,4.89897948556636,0
"23",2.44948974278318,3.16227766016838,2.82842712474619,9.59166304662544,6.92820323027551,5.09901951359278,0
"24",2.44948974278318,1.4142135623731,1.73205080756888,11.0453610171873,6.08276253029822,4.58257569495584,0
"25",1,1.4142135623731,0,14.142135623731,6.48074069840786,4.89897948556636,0
"26",2.23606797749979,1.4142135623731,2,10.0995049383621,6.08276253029822,4.35889894354067,0
"27",3.87298334620742,2,2,10.2469507659596,9.69535971483266,5.56776436283002,0
"28",2,3.16227766016838,2.64575131106459,8.54400374531753,6.08276253029822,4.89897948556636,0
"29",2,2.82842712474619,2,11.0453610171873,6.48074069840786,4.79583152331272,0
"30",1.4142135623731,1.4142135623731,1.4142135623731,13.6014705087354,6.48074069840786,4.35889894354067,0
"31",3.16227766016838,2.44948974278318,3.16227766016838,4.89897948556636,6.78232998312527,5.3851648071345,0
"32",0,0,0,11.0905365064094,6,4.58257569495584,0
"33",2.23606797749979,2,2.64575131106459,10.3923048454133,6.16441400296898,4.58257569495584,0
"34",2.23606797749979,1.4142135623731,0,6.48074069840786,6.16441400296898,4.89897948556636,0
"35",2.23606797749979,1.4142135623731,1.4142135623731,11.0453610171873,9.21954445729289,4.89897948556636,0
"36",1.4142135623731,2.23606797749979,2,11.7898261225516,6,4.89897948556636,0
"37",1.4142135623731,0,0,7.68114574786861,9.21954445729289,5.3851648071345,0
"38",0,1.4142135623731,0,11.7473401244707,0,4.89897948556636,0
"39",2,1.4142135623731,1.73205080756888,11.4017542509914,6.2449979983984,4.47213595499958,0
"40",3.60555127546399,2.82842712474619,2.64575131106459,9.9498743710662,9.4339811320566,4.47213595499958,0
"41",1,1.4142135623731,0,12.9228479833201,6.48074069840786,4.35889894354067,0
"42",2,2.23606797749979,2.23606797749979,10.295630140987,9.48683298050514,4.89897948556636,0
"43",2.44948974278318,2.44948974278318,2.44948974278318,11.4455231422596,6.08276253029822,4.89897948556636,0
"44",3,1.4142135623731,2,10.2469507659596,6.6332495807108,6.16441400296898,0
"45",3.16227766016838,1.4142135623731,1,11.5758369027902,6.2449979983984,4.58257569495584,0
"46",0,2,1,10.8627804912002,9.4339811320566,3.87298334620742,0
"47",2.23606797749979,3,2.23606797749979,10.9087121146357,9.21954445729289,4.79583152331272,0
"48",2.23606797749979,0,2,9.9498743710662,6.2449979983984,4.89897948556636,0
"49",0,2,1.4142135623731,7.41619848709566,6,4.89897948556636,0
"50",1.4142135623731,2.44948974278318,1.4142135623731,11.13552872566,7,4.89897948556636,0
"51",3.16227766016838,1.4142135623731,1,10.3440804327886,9.21954445729289,4.89897948556636,0
"52",1.4142135623731,1.4142135623731,1.4142135623731,7.93725393319377,9.21954445729289,5.09901951359278,0
"53",2.23606797749979,1.73205080756888,2,9.4339811320566,7.21110255092798,4.58257569495584,0
"54",2,2,2,9.64365076099295,9.2736184954957,4.47213595499958,0
"55",1.73205080756888,2,1.4142135623731,12.2474487139159,7.21110255092798,4.79583152331272,0
"56",2.23606797749979,1.73205080756888,2.23606797749979,9.9498743710662,6.32455532033676,4.89897948556636,0
"57",2,2.82842712474619,1.73205080756888,10.1488915650922,6.78232998312527,4.89897948556636,0
"58",1.4142135623731,1.4142135623731,1.4142135623731,11.1803398874989,1.4142135623731,4.89897948556636,0
"59",2,2.82842712474619,2.23606797749979,11.7898261225516,6.32455532033676,5.3851648071345,0
"60",1.73205080756888,2.44948974278318,1.4142135623731,8.36660026534076,6.08276253029822,4.89897948556636,0
"61",1.4142135623731,0,0,10.8627804912002,6.08276253029822,4.47213595499958,0
"62",2.64575131106459,2.82842712474619,2,9.21954445729289,9.48683298050514,4.89897948556636,0
"63",2.44948974278318,1.4142135623731,1.4142135623731,13.0384048104053,6.08276253029822,3.87298334620742,0
"64",1,2,0,10.295630140987,6.16441400296898,4.79583152331272,0
"65",1.4142135623731,1.73205080756888,1,10.9087121146357,6.2449979983984,4.58257569495584,0
"66",2.23606797749979,2.64575131106459,2,10.6770782520313,6.08276253029822,5.09901951359278,0
"67",3.3166247903554,2.23606797749979,2.23606797749979,10.2469507659596,6.6332495807108,5.19615242270663,0
"68",1.4142135623731,1.73205080756888,1,12.1243556529821,6.08276253029822,4.89897948556636,0
"69",1.4142135623731,1.4142135623731,1.4142135623731,13.490737563232,7,4.69041575982343,0
"70",1.4142135623731,1.4142135623731,1.4142135623731,9,6.16441400296898,4.58257569495584,0
"71",2,0,0,9.64365076099295,9.89949493661167,5.3851648071345,0
"72",1.73205080756888,1.73205080756888,1,9.4339811320566,9.2736184954957,4.47213595499958,0
