"","SoV_m","SoV_r","SoV_i","Relief","XGBoost","Boruta","adaptive Lasso"
"1",1.73205080756888,1.4142135623731,1.4142135623731,10.8627804912002,6.48074069840786,4.35889894354067,0
"2",3.16227766016838,1.73205080756888,2.23606797749979,10.1488915650922,7.61577310586391,5.3851648071345,0
"3",2.23606797749979,2.23606797749979,2,13.6381816969859,7.34846922834953,5.91607978309962,0
"4",2.82842712474619,1.4142135623731,2.44948974278318,9.9498743710662,9.2736184954957,5.3851648071345,0
"5",4,2.82842712474619,1.4142135623731,10.4403065089106,12.2882057274445,5.74456264653803,0
"6",3.87298334620742,1.73205080756888,2.82842712474619,10.4403065089106,10.1980390271856,5.56776436283002,0
"7",3.3166247903554,3.74165738677394,3.46410161513775,11.6189500386223,9.2736184954957,5.47722557505166,0
"8",2.23606797749979,3,2.23606797749979,11.4455231422596,7,4.79583152331272,0
"9",3.16227766016838,1.73205080756888,2.44948974278318,10.4403065089106,10.0498756211209,6.2449979983984,0
"10",1.4142135623731,1,1,10.770329614269,1.4142135623731,4.58257569495584,0
"11",1.73205080756888,1.4142135623731,1,10.1980390271856,1.4142135623731,3.87298334620742,0
"12",2.23606797749979,1.4142135623731,2.23606797749979,10.1980390271856,9.21954445729289,6.557438524302,0
"13",2.23606797749979,3.46410161513775,3,8.06225774829855,6.6332495807108,5.29150262212918,0
"14",1.4142135623731,2.44948974278318,1.4142135623731,11.2694276695846,7.28010988928052,5.56776436283002,0
"15",3,2.23606797749979,2,9.89949493661167,9.2736184954957,5.8309518948453,0
"16",1.4142135623731,2.64575131106459,2.23606797749979,12.6095202129185,6.08276253029822,5.09901951359278,0
"17",1,3.16227766016838,1.73205080756888,11.9582607431014,6.08276253029822,4.89897948556636,0
"18",3.46410161513775,4.58257569495584,4,13,10.0498756211209,5.19615242270663,0
"19",3.3166247903554,0,1.4142135623731,9.74679434480896,9.32737905308882,5.3851648071345,0
"20",0,2.44948974278318,0,10.2469507659596,6.08276253029822,4.58257569495584,0
"21",2,1.73205080756888,1,8.77496438739212,6.16441400296898,4.58257569495584,0
"22",2,0,1,10.2469507659596,6.48074069840786,6.08276253029822,0
"23",2,1.4142135623731,0,9.53939201416946,11.7046999107196,5.19615242270663,0
"24",1.4142135623731,1.4142135623731,1.4142135623731,10.295630140987,6,5.56776436283002,0
"25",1.73205080756888,1.4142135623731,1.4142135623731,7.48331477354788,8.83176086632785,4.89897948556636,0
"26",1.4142135623731,2,1.4142135623731,11.7473401244707,10.0995049383621,5.56776436283002,0
"27",3.3166247903554,1.4142135623731,1.4142135623731,9.2736184954957,9.38083151964686,4.89897948556636,0
"28",1.4142135623731,1.4142135623731,0,9.69535971483266,7.21110255092798,7.14142842854285,0
"29",2,1.4142135623731,0,7.81024967590665,10.1488915650922,6.08276253029822,0
"30",2.44948974278318,2.44948974278318,2.44948974278318,10.6301458127346,6.16441400296898,5.3851648071345,0
"31",4.12310562561766,3.46410161513775,4.12310562561766,11.2249721603218,7,4.89897948556636,0
"32",2.44948974278318,1.4142135623731,1.73205080756888,10.5356537528527,9.64365076099295,7.41619848709566,0
"33",4.47213595499958,2,2,7.28010988928052,7,5.09901951359278,0
"34",1.73205080756888,3.16227766016838,1.4142135623731,12.4096736459909,6.2449979983984,4.89897948556636,0
"35",1.73205080756888,1.4142135623731,1.4142135623731,9.8488578017961,7.34846922834953,4.35889894354067,0
"36",1.73205080756888,2,1.73205080756888,10.0995049383621,10.0498756211209,6.16441400296898,0
"37",1,1.4142135623731,0,6.78232998312527,12.2474487139159,5.19615242270663,0
"38",2.23606797749979,3.74165738677394,2.23606797749979,10.816653826392,7.07106781186548,4.89897948556636,0
"39",3.3166247903554,2.64575131106459,2.64575131106459,7.07106781186548,6.32455532033676,7.48331477354788,0
"40",0,1.4142135623731,0,11.2694276695846,6.08276253029822,4.89897948556636,0
"41",3.3166247903554,2.44948974278318,1.4142135623731,11.8321595661992,6.08276253029822,5.3851648071345,0
"42",2.64575131106459,2.23606797749979,2.23606797749979,10.1980390271856,9.48683298050514,4.89897948556636,0
"43",4.79583152331272,3.87298334620742,4.69041575982343,11.2694276695846,7.07106781186548,6.557438524302,0
"44",2.23606797749979,3.60555127546399,3.3166247903554,9.05538513813742,1.4142135623731,5.3851648071345,0
"45",1,1.73205080756888,1,10.3440804327886,0,6.92820323027551,0
"46",2.44948974278318,1.4142135623731,1.4142135623731,11.6189500386223,7.61577310586391,5.3851648071345,0
"47",2.23606797749979,1.73205080756888,2.23606797749979,5.65685424949238,6.2449979983984,4.89897948556636,0
"48",2.82842712474619,4,2.64575131106459,11.8743420870379,10.0995049383621,5.65685424949238,0
"49",2,1.73205080756888,1.4142135623731,11.4891252930761,9.64365076099295,6.32455532033676,0
"50",1.73205080756888,2.44948974278318,1.73205080756888,9.48683298050514,6.78232998312527,5.19615242270663,0
"51",3.16227766016838,1,2.23606797749979,8.06225774829855,9.4339811320566,4.58257569495584,0
"52",2.44948974278318,1.4142135623731,1.4142135623731,10.9544511501033,9.32737905308882,5.29150262212918,0
"53",3.16227766016838,1,1.4142135623731,13.076696830622,9.2736184954957,5.3851648071345,0
"54",2,0,1.4142135623731,10.8627804912002,6.78232998312527,4.89897948556636,0
"55",3,1.73205080756888,3,12.4096736459909,9.2736184954957,5.3851648071345,0
"56",1.4142135623731,1.4142135623731,1,12.2474487139159,10.0995049383621,5.3851648071345,0
"57",2.44948974278318,2.44948974278318,2.44948974278318,9.8488578017961,6.32455532033676,5.19615242270663,0
"58",3.46410161513775,2,2.64575131106459,10.816653826392,9.69535971483266,6.92820323027551,0
"59",3.3166247903554,4.47213595499958,2.64575131106459,11.5758369027902,11.7473401244707,6.70820393249937,0
"60",3,2.82842712474619,2.44948974278318,6.2449979983984,9.69535971483266,4.79583152331272,0
"61",1,0,0,11.4455231422596,2,5.56776436283002,0
"62",2,1,1.4142135623731,8.18535277187245,6.16441400296898,5.29150262212918,0
"63",2.44948974278318,3.46410161513775,2.44948974278318,12.0415945787923,9.64365076099295,5.65685424949238,0
"64",4,2,2.23606797749979,9.48683298050514,9.21954445729289,7.14142842854285,0
"65",3.3166247903554,2.64575131106459,2.44948974278318,11.4455231422596,10.0995049383621,4.89897948556636,0
"66",3.74165738677394,1.4142135623731,2.44948974278318,7.87400787401181,9.4339811320566,5.19615242270663,0
"67",2.23606797749979,2,2.23606797749979,11.5325625946708,9.53939201416946,5.3851648071345,0
"68",1.73205080756888,2.44948974278318,2.44948974278318,12.7279220613579,9.89949493661167,5.65685424949238,0
"69",1.4142135623731,0,1,7.81024967590665,9.32737905308882,7.14142842854285,0
"70",1.4142135623731,3.16227766016838,1.4142135623731,9.05538513813742,7.34846922834953,5.3851648071345,0
"71",4.24264068711928,3.16227766016838,1.4142135623731,11.2249721603218,6.2449979983984,5.56776436283002,0
"72",1.4142135623731,1.4142135623731,1.4142135623731,9.79795897113271,7.34846922834953,4.79583152331272,0
"73",4,2.44948974278318,2.23606797749979,10.4403065089106,10.0498756211209,6.2449979983984,0
"74",0,2,1.4142135623731,10,6.08276253029822,4.58257569495584,0
"75",3.46410161513775,3.3166247903554,3.46410161513775,8.88819441731559,7.34846922834953,7.14142842854285,0
"76",3.74165738677394,4.69041575982343,4.35889894354067,8.42614977317636,7.14142842854285,5.74456264653803,0
"77",3,2.82842712474619,3.16227766016838,9.1104335791443,7.34846922834953,5.56776436283002,0
